id,navn,avsender,underkategori,pulje,hovedposisjon,dissens,arg_n,argumenter,hovedbudskap
147,Privatperson (25. mal-instans + ambulerende team-forslag),,pasient_eller_pårørende_mal_pluss,,A_klar,False,8,pem_kjerne;egen_retningslinje;stan_mal_setning;pem_ikke_pem_skille;ambulerende_team_oppfølging;hjemmebesøk_alvorlig_syke;fastlege_kompetansemangel;hjelp_daglige_aktiviteter,25. mal-instans + ambulerende team-forslag for alvorlig syke som ikke kan komme til oppfølging.
148,Privatperson (46. mal-instans + husbunden hjemmebesøk-krav),,pasient_eller_pårørende_mal_pluss_husbunden,,A_klar,False,5,egen_retningslinje;stan_mal_setning;husbunden_helsehjelp;fastlege_sluttet_hjemmebesøk;kommune_ingen_hjelp_me,46. mal-instans + husbunden-perspektiv. 'Fastleger generelt har sluttet med hjemmebesøk'.
149,Privatperson (tomt innspill),,tomt_innspill,,uklar,False,1,tomt_innspill,Tomt innspill — innsender har registrert høringsdeltakelse uten å skrive substansielt innhold.
15,"Privatperson (53. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,53. mal-instans.
150,Privatperson (23. mal-instans + alvorlig syke-fokus),,pasient_eller_pårørende_mal_pluss,,A_klar,False,7,pem_kjerne;egen_retningslinje;stan_mal_setning;internasjonal_forskning;storbritannia_canada_usa;alvorlig_syke_inkluderes;biologisk_multisystemisk,23. mal-instans med tillegg om alvorlig syke og internasjonal forskning.
151,"Privatperson (biologiske subgrupper, hEDS, nakkeinstabilitet)",,pasient_me_biologisk_subgrupper,,A_modifisert,False,13,biologiske_subgrupper;bindevevssårbarhet;autonom_dysfunksjon;mikrosirkulasjon;immunaktivering;heds_hypermobilitet;nakkeinstabilitet;hjernestamme_dysfunksjon;trykk_på_hjernen;vestibulær_rehabilitering;betablokkere;nyere_forskning_savnes;individuell_tilpasning,"A_modifisert med fokus på biologiske subgrupper. Krever differensiering av ME-pasienter etter underliggende biologiske mekanismer: bindevevssårbarhet, autonom dysfunksjon, mikrosirkulasjon, immunaktivering. **hEDS-referanse**: 'hypermobil Ehlers-Danlos syndrom (hEDS) kan være relevante å vurdere'. **Nakkeinstabilitet-/hjernestamme-referanse**: 'Nakkeinstabilitet, hjernestamme dysfunksjon og trykk på hjernen bør også sjekkes'. Konkrete behandlingsforslag: vestibulær rehabilitering, betablokkere, inflammasjonsdempende."
152,Privatperson (psykosomatikk-kritikk),,pasient_eller_pårørende_aktivist,,A_klar,False,3,egen_retningslinje;psykosomatikk_kritikk;spesialisthelsetjeneste_diagnosekode,Kort A_klar med eksplisitt psykosomatikk-kritikk.
153,Privatperson (identisk tekst som id 152),,pasient_eller_pårørende_aktivist,,A_klar,False,4,egen_retningslinje;psykosomatikk_kritikk;spesialisthelsetjeneste_diagnosekode;duplikat_id_152,Identisk tekst som id 152 — duplikat eller koordinert innsendelse.
154,privatperson (analytisk forslag om todelt klinisk løp basert på PEM-status),,fagperson_privat_sannsynlig_analytisk,,pragmatisk,False,16,pem_kjerne;pem_beslutningspunkt;todelt_klinisk_løp;skille_pem_status;anerkjenner_fagdissens_nerli_herner_jøssang_prydz;anerkjenner_brukerdissens_3;rehabilitering_riktig_uten_pem;pacing_riktig_med_pem;get_kontraindikasjon_pem;nice_2021;icd_11_8e49;icd_11_mg22;ung_mann_gulating_sak;informasjonsplikt_helsepersonell;informert_samtykke;rettssikkerhetsaspektet,"**Analytisk høydepunkt-innspill** med systematisk argumentasjon for todelt klinisk løp basert på PEM-status. Hovedanke: retningslinjens 'grunnleggende arkitektoniske problem' er forsøket på felles behandlingsanbefalinger for to grupper med fundamentalt ulike fysiologiske forutsetninger. Korrekt-presis identifisering av dissens-strukturen (de 4 fagdissensene Nerli/Herner/Jøssang/Prydz om for lite rehabiliteringsperspektiv, de 3 brukerdissensene ME-foreningen/ME-foreldrene/Norsk Covidforening om PEM ikke operasjonalisert). **Sentral synteseformulering**: 'Begge leirer har rett. Men de har rett for hver sin pasientgruppe.' Konkret forslag: 'Retningslinjen må etablere PEM-status som et eksplisitt beslutningspunkt etter utredning, med to adskilte kliniske løp'. For pasienter uten PEM: gradvis aktivitetsøkning og rehabilitering, fokus på mestring. For pasienter med bekreftet PEM: pacing som bærende prinsipp, standardisert gradert treningsterapi er KONTRAINDIKASJON pga dokumentert risiko for varig funksjonsfall. Refererer ICD-11 distinksjon mellom postviralt utmattelsessyndrom (8E49) og generell fatigue (MG22), og at Norge selv har sagt det innføres 2028/2029 — 'Et høringsutkast som ikke reflekterer dette skillet allerede nå, beveger Norge bort fra — ikke mot — internasjonal standard'. Refererer Gulating-saken om ung mann syk siden barndommen som NAV nekter uføretrygd til (samme sak som id 360 og id 381 — Kolbjørn Gulating)."
155,"Privatperson (87. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"87. mal-instans, ren standardmal."
156,"Privatperson (59. mal-instans, tiår-husbundet)",,pasient_eller_pårørende_mal_pluss,,A_klar,False,4,egen_retningslinje;stan_mal_setning;mange_tiår_syke;husbundet_alvorlig,59. mal-instans. 59. mal-instans + tillegg om svært alvorlig husbundede.
157,"Privatperson (90. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"90. mal-instans, ren standardmal."
158,"Privatperson (ren standardmal-instans, åttende dokumenterte)",,pasient_eller_pårørende_mal_ren,,A_klar,False,4,egen_retningslinje;skille_me_utmattelse;icd_g93_3;stan_mal_setning,"**Åttende dokumenterte standardmal-instans**. Innspillet består UTELUKKENDE av standardmalsetningen gjentatt 15 ganger i alle felt: 'Jeg aksepterer ikke at retningslinjen blander sammen ME med andre tilstander. Det er ikke hensiktsmessig og vil føre til fortsatt feil og skadelig behandling. Jeg krever en egen retningslinje kun for ME, G93.3.' Det er ingen tilleggsinnhold i noe felt — dette er en ren mal-instans."
159,"Privatperson (89. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"89. mal-instans, ren standardmal."
16,"Privatperson (62. mal-instans, PEM-utgangspunkt-feil)",,pasient_eller_pårørende_mal_pluss,,A_klar,False,3,egen_retningslinje;stan_mal_setning;pem_kjerne,62. mal-instans. 62. mal-instans + PEM-tillegg.
160,"Privatperson (pårørende-perspektiv på ME-pasient, NAV-rehab-skade)",,pårørende_informert,,A_klar,False,14,pem_kjerne;egen_retningslinje;canadakriteriene_støtte;skille_me_utmattelse;fastlege_kompetansemangel;fastlege_smilebåndet_kritikk;ekspertteam_spesialisthelsetjeneste;epstein_barr_virus;corona_postviral;pem_advarsel_kritisk;overiver_skadelig_før_kunnskap;nav_rehabilitering_skadelig;stereotype_årsaksforklaring;pots_depresjon_misbruk,"A_klar pårørende-stemme (skriver om pasienten 'vedk.'). Hovedanke: sammenblanding av ME med generell utmattelse fører til at andre symptomer (utover utmattelse) ender opp som ikke-tema — krever sykdomsspesifikk tilnærming. **Substantielt om fastlege-kompetansemangel**: 'Mange fastleger kan lite/har lite erfaring om ME, er ikke oppdatert på nyere forskning, og pasienten har opplevd at leger ikke har hørt om PEM, eller drar på smilebåndet av/tror ikke på ME'. **Sentralt poeng om stereotype-årsaksforklaringer**: 'Leger har lett for å ty til forenklede og stereotype årsaks-forklaringer som POTS eller depresjon, stress el. selv etter at man har fått ME-diagnose'. **Konkret NAV-rehabiliterings-skade**: 'Pasient, som jobber 50 %, fikk beskjed av NAV om krav om rehabiliterings-opphold. Påkjenningen var såpass stor at pasient ble 100 % sykemeldt i etterkant. Nesten ett år etterpå er pasient fortsatt såpass dårlig at vedk. kun er i stand til å jobbe 25 %'. **Implementeringsforslag**: NAV-rehabiliterings-krav bør avvikles for ME-pasienter."
161,Privatperson (15. mal-instans + tilleggsinnhold om PEM/sekundær psyk),,pasient_eller_pårørende_mal_pluss,,A_klar,False,11,pem_kjerne;egen_retningslinje;stan_mal_setning;fastlege_kunnskapsmangel;spesialist_henvisning;fastlege_hører_ikke_spesialist;psykisk_sekundær;trening_frisk_luft_skadelig;gradvis_sakte_øke_kapasitet;glemt_alene_uten_hjelp;værre_av_tilbud_takke_nei,"**15. mal-instans** med substansielt tilleggsinnhold. Fastlege-spesialist-konflikt: 'Spesialisten sier noe annet enn fastlegen og fastlegen hører ofte ikke på rådene'. **Sekundær psyk-skille presist artikulert**: 'sekundere psykiske tilstander som depresjon, sorg og angst. Men nettopp pga. situasjonen en befinner seg i. Ikke fordi du hadde dette før du ble syk'."
162,Privatperson,,pasient_aktivist,,A_klar,False,15,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;psykologisering;alvorlig_syke;implementering_konkret;kompetanseheving,"Pasient/aktivist som identifiserer det medisinsketisk urovekkende i at retningslinjen i utgangspunktet ikke skiller mellom anbefalinger for utmattede og ME-pasienter. Sentral nyhetsbasert referanseliste: Charlton BT, Janssen K, Systrom DM et al. 2026 (BMJ Sports Medicine, «Post-exertional malaise and the myth of cardiac deconditioning»), Wormgoor & Rodenburg 2023 (PEM-fokus i spesialisthelsetjenesten), EMEA-rapporten (Angelsen A, Schei T 2024 – 11.000 ME-pasienter i Europa). Skarpt angrep på Kuut et al. 2024 som av NICE ble vurdert til lav og veldig lav kvalitet – Helsedirektoratets prosjektgruppe vurderer den til moderat kvalitet. Bakken et al. 2023 og Krabbe et al. 2023 er retrospektive, kvalitative, narrative studier med totalt 27 deltagere der 3 anekdotiske historier presenteres som bevis for at tilfriskning fra ME er mulig gjennom mentale strategier – Recovery Norge har samarbeidet om å skaffe deltagere. Henviser til at Norge ratifiserte CRPD i 2013 og spør om Helsedirektoratets prosjektgruppe vurderer at de sykeste får ivaretatt sine menneskerettigheter. Foreslår klinisk veiledning fra Bateman Horne Center og Cohen Center, og at retningslinjen bør liste komorbide tilstander som POTS, MCAS, fibromyalgi, EDS m.fl. Refererer Haavardsholms leder og Langeland et al. 2023 om hvordan Helsedirektoratets retningslinjer ikke følger internasjonale troverdighetsstandarder."
163,privatperson (refererer fagdissens-argumenter nøyaktig),,pårørende_eller_pasient_informert,,A_klar,False,11,pem_kjerne;skille_pem_status;aktivitet_pacing;differensiering_pem_basert;anerkjenner_jøssang_prydz;cfs_me_senter_blodprøver;sykepleier_oppfølging;palliativ_behandling_mangler;fastlege_avlastning;forskningsdeltakelse_mangler;implementering_konkret,"A_klar-innspill med nyansert tilnærming som anerkjenner BEGGE sider av dissens-debatten. Hovedanke: 'Høringsforslaget forsøker å slå sammen minst to sykdommer som er helt fundamentalt ulike, bare fordi de har ett felles symptom utmattelse.' Refererer fagdissenser-argumentet (Jøssang og Prydz) korrekt og anerkjenner det: 'For alle uten PEM er denne oppfordringen rent skadelig'. Argumenterer for differensiering basert på PEM-status: pasienter med PEM trenger forsiktighet, pasienter uten PEM kan ha nytte av gradvis aktivitetsøkning. Konkrete kritikkpunkter: (1) retningslinjen tar ikke opp listen med blodprøver anbefalt av CFS/ME-senteret ved OUS for å ekskludere ME/CFS — eksplisitt URL gjengitt; (2) ingen avlastning av fastlege via sykepleier-oppfølging; (3) ingen palliativ behandling; (4) ingen rom for forskningsdeltakelse. Innspillet vises som duplikat (samme tekst i bakgrunn_metode og generelle_kommentarer-feltene)."
164,"Privatperson (mor til 2 ME-syke barn, nå voksne)",,pårørende_alvorlig_syke,,A_klar,False,11,pem_kjerne;egen_retningslinje;canadakriteriene_støtte;biopsykososial_kritikk;psykologisering;kunnskapsgrunnlag_brukererfaring;alvorlig_syke;nav_arbeidsliv;tjenester_samhandling;kompetanseheving;implementering_konkret,"Mor til 2 ME-syke barn (nå voksne) som selv har vært utmattet/utbrent. Egen erfaring med at ME og utmattelse krever helt ulike tiltak (selv får hun ikke PEM). Krever egen retningslinje for ME-syke. Påpeker at NAV tilsidesetter fastlegers og spesialisters råd. Konkret eksempel: 28 timer BPA i en kommune, 0 timer i annen. Foreslår Røysumtunet-modell for de sykeste. Påpeker at Stortingsvedtaket fra 'et par år siden' ikke følges. Krever at pårørende høres og avlastes som rettighet."
165,"Privatperson (NAV-/kommune-kompetansekritiker, prosesskritikk-fokusert)",,pasient_eller_pårørende_prosesskritiker,,A_klar,False,11,egen_retningslinje;fagdissens_kritikk_uvidende;kommune_kompetansemangel;tidspress_konsultasjon;utredning_tidsgrense_krav;nav_tidsbegrensning_konflikt;karens_perioder_kritikk;runddans_selvforsørgelse_tap;spesialisthelsetjeneste_barn;kompetansekrav_skjerping;kommune_kunnskap_mangler,"A_klar med tung prosess- og system-kritikk. **Sjelden eksplisitt mot fagdissensene**: 'Når jeg leser dette kapittelet, har jeg liten forståelse med at hele fire personer trekker seg fra utkastet med den begrunnelse at de savner at pasienter presses ut i mer aktivitet. For meg er dette en indikasjon på at det mangler et grundigere arbeid blant behandlere generelt. Av begrunnelsene leser jeg at de det gjelder, mangler en fundamental kunnskap fra pasientens perspektiv'. Sentrale system-kritikker: (1) **hyppige konsultasjoner krevende**: 'Ved kronisk utmattelse er det svært belastende å gjennomføre hyppige konsultasjoner med lege'; (2) **utredning tar år**: 'Pasienten får simultant tidsbegrensning og aktivitets-krav i møte med NAV'; (3) **NAV/helsemyndigheter-mismatch**: 'Helsemyndighetetene og NAV går ikke i takt i forhold til tidsbegrensede tiltak'; (4) **kommune-kompetansemangel**: 'Jeg anbefaler ikke å benytte kommunale ressurser som en tverrfaglig ressurs i utredningsprosessen. Kommunalt ansatte har ikke den nødvendige kompetansen'; (5) **utredning må ha tidsgrense**: 'Går grensen ved to år eller går den ved tolv år?'; (6) **barn til spesialist**: 'Jeg vil fraråde at kommuner griper inn i disse pasientenes liv all den tid kommunene mangler kunnskap om denne pasientgruppen'."
166,Landslagslegen.no,,,,uklar,False,1,skille_me_utmattelse,Svært kortfattet innspill (én setning) fra spesialist i fysikalsk medisin og rehabilitering Bård Ingegerdsson Freberg (Ph.D). Eneste budskap: tydeligere skille mellom ME/CFS og andre former for utmattelse.
167,Konsultasjonstjenesten (BUP CL-team) ved Haukeland Universitetssjukehus,,,,B_klar,False,7,biopsykososial_støtte;tilfriskning_håp;kognitiv_terapi_støtte;psykologisering;nocebo;arbeidsgruppe_kritikk;barn_og_unge,"Stiller seg bak BUP CL-utvalgets nasjonale uttalelse. Kritiserer at brukermedvirkning er overrepresentert i arbeidsgruppen, og at barnenevrologisk kompetanse er underrepresentert. Mener retningslinjen mangler tilfriskningsperspektiv – 'bedring' ikke godt nok som mål. Vil ha positiv biopsykososial diagnosestrategi, ikke 'medisinsk uforklart'-tilnærming."
168,Privatperson,,pasient_selv,,A_klar,False,16,pem_kjerne;pem_definisjon;egen_retningslinje;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;psykologisering;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;kunnskapsgrunnlag_brukererfaring;alvorlig_syke;barn_og_unge;tilfriskning_håp;kompetanseheving;implementering_konkret,"Pasient med egen erfaring (svært mange år syk) krever egen retningslinje for ME G93.3. Sentral observasjon: 'biopsykososialt' brukes i Norge som 'psykososialt med kroppslige manifestasjoner' – ikke som genuin helhetstilnærming. Pasienten ble selv mye dårligere fordi ingen lege/helsepersonell rådet henne til å holde igjen i tidlig sykdomsfase. Krever BPA fremfor standard hjemmetjeneste for forutsigbarhet, peker på at lavterskel hjelp som blodprøvetaking hjemme er kritisk. Påpeker risiko for at ME hos barn avfeies som skolevegring."
169,"Privatperson (94. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"94. mal-instans, ren standardmal."
17,"Privatperson (57. mal-instans, ikke-utmattelse-hovedsymptom)",,pasient_eller_pårørende_mal_pluss,,A_klar,False,3,egen_retningslinje;stan_mal_setning;mange_pasienter_ikke_utmattelse_hovedsymptom,57. mal-instans. **57. mal-instans** + sjelden poeng: mange ME-pasienter har ikke utmattelse som hovedsymptom.
170,Privatperson (14. mal-instans + LdN/Rapamycin-eksperimentell),,pasient_eller_pårørende_mal_pluss_medisin,,A_klar,False,9,pem_kjerne;egen_retningslinje;icd_g93_3;stan_mal_setning;aktivitetstilpasning_pacing;ldn_eksperimentell;rapamycin_studier;inflammasjonsdempende_medisiner;nevrolog_utrede_barn,**14. mal-instans** med tillegg av eksperimentell medikament-anbefaling. PEM-kunnskap som krav for fastlege. **Sjelden konkret medikament-referanse**: 'LdN og andre inflammasjonsdempende medisiner kan være alternativ. F eks Rapamycin se studier'. Krav om at nevrolog utreder barn.
